Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
375802,"Ender’s Game (Ender’s Saga, #1)",Orson Scott Card,"Card, Orson Scott","Stefan Rudnicki, Harlan Ellison","=""0812550706""","=""9780812550702""",5,4.30,Macmillan Audio,Audiobook,324,2004,1985,2020/03/23,2011/03/23,"sci_fi, fiction, 2020, favorites, novel, re-read, covid-reading","sci_fi (#2), fiction (#67), 2020 (#32), favorites (#44), novel (#63), re-read (#29), covid-reading (#2)",read,,,,2,,,0,,,,,
5127845,"Corduroy Mansions (Corduroy Mansions, #1)",Alexander McCall Smith,"Smith, Alexander McCall",,"=""""","=""""",0,3.58,,ebook,,,2009,2020/03/21,2020/03/17,"2020, booksale, fiction, novel, covid-reading","2020 (#31), booksale (#43), fiction (#318), novel (#62), covid-reading (#1)",read,,,,1,,,0,,,,,
52397,"Parable of the Sower (Earthseed, #1)",Octavia E. Butler,"Butler, Octavia E.",,"=""0446675504""","=""9780446675505""",0,4.16,Grand Central Publishing,Paperback,345,2000,1993,,2020/03/24,to-read,to-read (#173),to-read,,,,0,,,0,,,,,
16703,The Yiddish Policemen's Union,Michael Chabon,"Chabon, Michael",,"=""0007149824""","=""9780007149827""",0,3.71,HarperCollins,Hardcover,414,2007,2007,,2020/03/17,to-read,to-read (#172),to-read,,,,0,,,0,,,,,
32191706,The Color of Law: A Forgotten History of How Our Government Segregated America,Richard Rothstein,"Rothstein, Richard",,"=""1631492853""","=""9781631492853""",0,4.44,Liveright,Hardcover,368,2017,2017,,2020/03/17,to-read,to-read (#171),to-read,,,,0,,,0,,,,,
46756,"Oryx and Crake (MaddAddam, #1)",Margaret Atwood,"Atwood, Margaret",,"=""0385721676""","=""9780385721677""",0,4.01,Anchor Books,Paperback,389,2004,2003,,2020/03/17,to-read,to-read (#170),to-read,,,,0,,,0,,,,,
9969571,"Ready Player One (Ready Player One, #1)",Ernest Cline,"Cline, Ernest",,"=""030788743X""","=""9780307887436""",0,4.27,Crown Publishers,Hardcover,374,2011,2011,,2020/03/17,to-read,to-read (#169),to-read,,,,0,,,0,,,,,
30555488,The Underground Railroad,Colson Whitehead,"Whitehead, Colson",,"=""0385542364""","=""9780385542364""",0,4.02,Doubleday Books,Hardcover,306,2016,2016,,2020/03/17,to-read,to-read (#168),to-read,,,,0,,,0,,,,,
7677,"Jurassic Park (Jurassic Park, #1)",Michael Crichton,"Crichton, Michael",,"=""030734813X""","=""9780307348135""",0,4.03,Plaza y Janes,Mass Market Paperback,480,2006,1990,,2020/03/17,,,read,,,,1,,,0,,,,,
17692848,"Rendezvous with Rama (Rama, #1)",Arthur C. Clarke,"Clarke, Arthur C.",,"=""""","=""""",0,4.09,RosettaBooks,Kindle Edition,256,2012,1973,,2020/03/17,,,read,,,,1,,,0,,,,,
22328,"Neuromancer (Sprawl, #1)",William Gibson,"Gibson, William",,"=""""","=""""",0,3.90,Ace Books,Mass Market Paperback,271,1984,1984,,2020/03/17,,,read,,,,1,,,0,,,,,
13642,A Wizard of Earthsea (Earthsea Cycle #1),Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""0553383043""","=""9780553383041""",0,3.99,Bantam Spectra,Paperback,183,2004,1968,,2020/03/17,to-read,to-read (#167),to-read,,,,0,,,0,,,,,
601238,"The Colour of Magic (Discworld, #1)",Terry Pratchett,"Pratchett, Terry",,"=""0552124753""","=""9780552124751""",0,3.99,Corgi,Mass Market Paperback,285,1985,1983,,2020/03/17,,,read,,,,1,,,0,,,,,
36381037,"Cinder (The Lunar Chronicles, #1)",Marissa Meyer,"Meyer, Marissa",,"=""""","=""""",0,4.15,Feiwel & Friends,Hardcover,400,2012,2012,,2020/03/17,to-read,to-read (#166),to-read,,,,0,,,0,,,,,
42527866,They Called Us Enemy,George Takei,"Takei, George","Justin Eisinger, Steven Scott, Harmony Becker","=""1603094504""","=""9781603094504""",0,4.47,Top Shelf Productions,Paperback,208,2019,2019,,2020/03/15,to-read,to-read (#165),to-read,,,,0,,,0,,,,,
40554590,Chromatopia: An Illustrated History of Color,David   Coles,"Coles, David",,"=""1760760021""","=""9781760760021""",0,4.48,Thames  Hudson,Hardcover,240,2019,,,2020/03/15,to-read,to-read (#164),to-read,,,,0,,,0,,,,,
29796269,Colour Change in Paintings,Alexandra Gent,"Gent, Alexandra",,"=""1909492434""","=""9781909492431""",0,4.00,Archetype Publications,Paperback,180,2016,,,2020/03/15,to-read,to-read (#163),to-read,,,,0,,,0,,,,,
28189910,"Color Science and the Visual Arts: A Guide for Conservators, Curators, and the Curious",Roy S. Berns,"Berns, Roy S.",,"=""1606064819""","=""9781606064818""",0,4.25,Getty Conservation Institute,Paperback,264,2016,,,2020/03/15,to-read,to-read (#162),to-read,,,,0,,,0,,,,,
28818221,Kindred: A Graphic Novel Adaptation,Octavia E. Butler,"Butler, Octavia E.","Damian Duffy, John Jennings","=""141970947X""","=""9781419709470""",5,4.17,Harry N. Abrams,Hardcover,240,2017,2017,2020/03/15,2020/03/15,"2020, authors-of-color, black-authors-read, fav-graphics, favorites, fiction, graphic-novels-n-comics, time-travel","2020 (#29), authors-of-color (#49), black-authors-read (#43), fav-graphics (#6), favorites (#43), fiction (#316), graphic-novels-n-comics (#47), time-travel (#17)",read,,,,1,,,0,,,,,
51938080,The litel prynce,Antoine de Saint-Exupéry,"Saint-Exupéry, Antoine de",,"=""3937467491""","=""9783937467498""",0,4.31,,Paperback,93,2008,1943,2020/03/15,2020/02/29,"2020, fiction, translation","2020 (#28), fiction (#315), translation (#29)",read,,,,1,,,0,,,,,
3113296,"The Unbearable Lightness of Scones (44 Scotland Street, #5)",Alexander McCall Smith,"Smith, Alexander McCall",,"=""1846970571""","=""9781846970573""",3,3.96,Polygon,Hardcover,344,2008,2008,2020/03/15,2020/03/03,"2020, fiction, novel","2020 (#27), fiction (#314), novel (#60)",read,"This one got weirdly political, with at least two characters going on anti-multiculturalism rants and some anti-feminism as well. Still enjoyable storytelling, but can't help wondering whether these characters are representing the views of the author or if McCall Smith is writing them to be reflective of society.",,,1,,,0,,,,,
5632226,Heavens May Fall,Unity Dow,"Dow, Unity",,"=""1770131035""","=""9781770131033""",0,3.35,Double Storey,,190,2007,2007,,2020/03/14,to-read,to-read (#161),to-read,,,,0,,,0,,,,,
1344088,Juggling Truths,Unity Dow,"Dow, Unity",,"=""1876756381""","=""9781876756383""",0,3.94,Spinifex Press,Paperback,173,2004,2003,,2020/03/14,to-read,to-read (#160),to-read,,,,0,,,0,,,,,
1344087,Far and Beyon',Unity Dow,"Dow, Unity",,"=""1879960648""","=""9781879960640""",0,3.95,Aunt Lute Books,Paperback,208,2002,2002,,2020/03/14,to-read,to-read (#159),to-read,,,,0,,,0,,,,,
7770692,Saturday Is for Funerals,Unity Dow,"Dow, Unity",Max Essex,"=""0674050770""","=""9780674050778""",0,3.76,Harvard University Press,Hardcover,218,2010,2010,,2020/03/14,to-read,to-read (#158),to-read,,,,0,,,0,,,,,
443492,The Fire of Origins,Emmanuel Dongala,"Dongala, Emmanuel",Lillian Corti,"=""1556524927""","=""9781556524929""",0,4.05,Lawrence Hill Books,Paperback,256,2003,1987,,2020/03/13,to-read,to-read (#157),to-read,,,,0,,,0,,,,,
13552510,And Crocodiles Are Hungry At Night,Jack Mapanje,"Mapanje, Jack",,"=""0956240178""","=""9780956240170""",0,4.48,Ayebia,Paperback,435,2011,2011,,2020/03/13,to-read,to-read (#156),to-read,,,,0,,,0,,,,,
11541822,Patchwork,Ellen Banda-Aaku,"Banda-Aaku, Ellen",,"=""0143527533""","=""9780143527534""",0,3.77,Penguin,Paperback,216,2011,2011,,2020/03/13,to-read,to-read (#155),to-read,,,,0,,,0,,,,,
1017367,Coming of the Dry Season,Charles Mungoshi,"Mungoshi, Charles",,"=""0949932035""","=""9780949932037""",0,4.10,Zimbabwe Publ. House,Paperback,,2001,2001,,2020/03/13,to-read,to-read (#154),to-read,,,,0,,,0,,,,,
435010,Song of Lawino & Song of Ocol,Okot p'Bitek,"p'Bitek, Okot",,"=""0435902660""","=""9780435902667""",0,3.98,Heinemann Educational Books,Paperback,158,1984,1966,,2020/03/13,to-read,to-read (#153),to-read,,,,0,,,0,,,,,
151374,So Long a Letter,Mariama Bâ,"Bâ, Mariama",Modupé Bodé-Thomas,"=""0435905554""","=""9780435905552""",0,3.92,Heinemann Educational Books,Paperback,90,1989,1981,,2020/03/13,to-read,to-read (#152),to-read,,,,0,,,0,,,,,
123773,The Dark Child,Camara Laye,"Laye, Camara","Ernest   Jones, James Kirkup, Philippe Thoby-Marcellin","=""080901548X""","=""9780809015481""",0,3.68,"Farrar, Straus and Giroux",Paperback,192,1954,1954,,2020/03/13,to-read,to-read (#151),to-read,,,,0,,,0,,,,,
73973,Changes: A Love Story,Ama Ata Aidoo,"Aidoo, Ama Ata",Tuzyline Allan,"=""1558610650""","=""9781558610651""",0,3.77,The Feminist Press at CUNY,Paperback,208,1993,1991,,2020/03/13,to-read,to-read (#150),to-read,,,,0,,,0,,,,,
37781,"Things Fall Apart (The African Trilogy, #1)",Chinua Achebe,"Achebe, Chinua",,"=""""","=""""",0,3.67,Anchor Books,Paperback,209,1994,1958,,2020/03/13,to-read,to-read (#149),to-read,,,,0,,,0,,,,,
29633629,"Talking Back, Talking Black: Truths About America's Lingua Franca",John McWhorter,"McWhorter, John",,"=""1942658206""","=""9781942658207""",0,4.05,Bellevue Literary Press,Hardcover,192,2017,2016,,2020/03/12,to-read,to-read (#148),to-read,,,,0,,,0,,,,,
29141811,The Scattering,Lauri Kubuitsile,"Kubuitsile, Lauri",,"=""1485903076""","=""9781485903079""",0,4.19,Penguin Random House South Africa,Softcover,296,2016,,,2020/03/11,to-read,to-read (#147),to-read,,,,0,,,0,,,,,
26103732,The Hairdresser of Harare,Tendai Huchu,"Huchu, Tendai",,"=""""","=""""",0,3.61,Ohio University Press,Kindle Edition,200,2015,2010,,2020/03/11,to-read,to-read (#146),to-read,,,,0,,,0,,,,,
28130833,The Cambridge Companion to the Postcolonial Novel,Ato Quayson,"Quayson, Ato",,"=""1107132819""","=""9781107132818""",0,4.25,Cambridge University Press,Hardcover,350,2016,,,2020/03/11,to-read,to-read (#145),to-read,,,,0,,,0,,,,,
51795089,How Beautiful We Were,Imbolo Mbue,"Mbue, Imbolo",,"=""0593213300""","=""9780593213308""",0,3.97,Random House Large Print Publishing,Paperback,565,2020,2020,,2019/12/14,"black-authors-to-read, to-read, african-authors","black-authors-to-read (#8), to-read (#107), african-authors (#14)",to-read,,,,0,,,0,,,,,
264587,The Beautyful Ones Are Not Yet Born,Ayi Kwei Armah,"Armah, Ayi Kwei",,"=""0435905406""","=""9780435905408""",0,3.90,Heinemann Educational Books,Paperback,191,1989,1969,,2020/03/09,"to-read, black-authors-to-read, african-authors","to-read (#144), black-authors-to-read (#41), african-authors (#13)",to-read,,,,0,,,0,,,,,
481005,Notes from the Hyena's Belly: An Ethiopian Boyhood,Nega Mezlekia,"Mezlekia, Nega",,"=""0312289146""","=""9780312289140""",0,3.87,Picador,Paperback,368,2002,2000,,2020/03/08,"black-authors-to-read, to-read, african-authors","black-authors-to-read (#38), to-read (#141), african-authors (#10)",to-read,,,,0,,,0,,,,,
31706524,How Dare the Sun Rise: Memoirs of a War Child,Sandra Uwiringiyimana,"Uwiringiyimana, Sandra",Abigail Pesta,"=""0062470167""","=""9780062470164""",0,4.27,Katherine Tegen Books,ebook,304,2017,2017,,2020/03/08,"black-authors-to-read, to-read, african-authors","black-authors-to-read (#39), to-read (#142), african-authors (#11)",to-read,,,,0,,,0,,,,,
43015,A Long Way Gone: Memoirs of a Boy Soldier,Ishmael Beah,"Beah, Ishmael",,"=""0374105235""","=""9780374105235""",0,4.16,Sarah Crichton Books,Hardcover,229,2007,2007,,2020/03/08,"to-read, black-authors-to-read, african-authors","to-read (#140), black-authors-to-read (#37), african-authors (#9)",to-read,,,,0,,,0,,,,,
37652125,The Hundred Wells of Salaga,Ayesha Harruna Attah,"Attah, Ayesha Harruna",,"=""1911115510""","=""9781911115519""",0,3.74,Cassava Republic Press,Paperback,234,2018,2018,,2020/03/09,"to-read, black-authors-to-read, african-authors","to-read (#143), black-authors-to-read (#40), african-authors (#12)",to-read,,,,0,,,0,,,,,
328504,Maps,Nuruddin Farah,"Farah, Nuruddin",,"=""0140296433""","=""9780140296433""",0,3.75,Penguin Books,Paperback,259,2000,1986,,2020/03/08,"black-authors-to-read, to-read, african-authors","black-authors-to-read (#34), to-read (#137), african-authors (#7)",to-read,,,,0,,,0,,,,,
17934461,The Orchard of Lost Souls,Nadifa Mohamed,"Mohamed, Nadifa",,"=""0374209146""","=""9780374209148""",0,3.84,"Farrar, Straus and Giroux",Hardcover,352,2014,2013,,2020/03/08,"black-authors-to-read, to-read, african-authors","black-authors-to-read (#33), to-read (#136), african-authors (#6)",to-read,,,,0,,,0,,,,,
14743821,Beneath the Darkening Sky,Majok Tulba,"Tulba, Majok",,"=""1926428420""","=""9781926428420""",0,3.82,Penguin Books Australia,Paperback,239,2012,2012,,2020/03/08,"black-authors-to-read, to-read, african-authors","black-authors-to-read (#36), to-read (#139), african-authors (#8)",to-read,,,,0,,,0,,,,,
23286828,Kintu,Jennifer Nansubuga Makumbi,"Makumbi, Jennifer Nansubuga",,"=""9966159894""","=""9789966159892""",0,4.13,Kwani Trust,Paperback,442,2014,2014,,2020/03/08,"black-authors-to-read, to-read, african-authors","black-authors-to-read (#32), to-read (#135), african-authors (#5)",to-read,,,,0,,,0,,,,,
40060700,The Old Drift,Namwali Serpell,"Serpell, Namwali",,"=""1781090491""","=""9781781090497""",0,3.76,Hogarth,Hardcover,576,2019,2019,,2020/03/08,"to-read, black-authors-to-read, african-authors","to-read (#134), black-authors-to-read (#31), african-authors (#4)",to-read,,,,0,,,0,,,,,
25666068,The Book of Memory,Petina Gappah,"Gappah, Petina",,"=""0865479070""","=""9780865479074""",0,3.73,"Farrar, Straus and Giroux",Hardcover,276,2016,2015,,2020/03/08,"black-authors-to-read, to-read, african-authors","black-authors-to-read (#30), to-read (#133), african-authors (#3)",to-read,,,,0,,,0,,,,,
256466,Ancestor Stones,Aminatta Forna,"Forna, Aminatta",,"=""0871139448""","=""9780871139443""",0,3.78,Atlantic Monthly Press,Hardcover,336,2006,2006,,2020/03/08,"to-read, black-authors-to-read, african-authors","to-read (#131), black-authors-to-read (#28), african-authors (#1)",to-read,,,,0,,,0,,,,,
32945850,Period Pain,Kopano Matlwa,"Matlwa, Kopano",,"=""""","=""""",0,3.76,Jacana Media,Paperback,188,2016,2016,,2020/03/08,"to-read, black-authors-to-read, african-authors","to-read (#132), black-authors-to-read (#29), african-authors (#2)",to-read,,,,0,,,0,,,,,
7507944,"Akata Witch (Akata Witch, #1)",Nnedi Okorafor,"Okorafor, Nnedi",,"=""0670011967""","=""9780670011964""",4,4.06,Viking Children's,Hardcover,349,2011,2011,2020/03/03,2020/02/28,"2020, authors-of-color, black-authors-read, children_and_ya, fiction, libby, novel, women-authors","2020 (#21), authors-of-color (#46), black-authors-read (#40), children_and_ya (#160), fiction (#311), libby (#36), novel (#57), women-authors (#165)",read,"I've been hearing a lot about Nnedi Okorafor and meaning to pick up a book of hers for a while. The Binti series isn't available through my library's e-loan system, but this series was so I jumped at the opportunity, even though I hadn't heard anything about this series specifically. I happened to read this right after Children of Blood and Bone (also YA, also by a Nigerian-American author, also set in a magicalized (nominal) Nigeria) and this was by far the superior work, from a stylistic perspective. Although it was classed as YA, Akata Witch managed to avoid all of the YA tropes. There wasn't an annoying love triangle or ""forbidden romance"" - the romance element was there, but it was minimal. The main character wasn't magically all powerful - each of the characters had significant strengths and weaknesses that played really well together. And it didn't constantly over-explain the action. Often when reading YA I feel like I'm being bludgeoned over the head with explanation, when I understood what was happening the first five times, thanks. This book avoided that trap.<br/><br/>So much for what it (thankfully) wasn't. What about what it was? This is the first in a series following a group of four pre-teen friends as they learn their magical craft. The main character, Sunny, an albino American-Nigerian girl, was born into a non-magical family and is only now learning of the existence of the magical world, at the same time as discovering her gifts. The four friends read magical instruction books, purchase magical items, and complete dangerous tasks, all while learning valuable lessons about teamwork and about the rules of the magical world. Oh, and there's also a magical serial killer running around in the background. Some of these elements may sound familiar, but this was far from an Africanized Harry Potter. The magical world was new and inventive, and the attitudes of the adults supervising the magical instruction of these four children was refreshingly novel. Unlike in many YA universes, where the purpose of the adult characters is to protect the children (thereby incidentally preventing them from realizing the full potential of their powers), in Sunny's world, the adults are pragmatic about the danger that their children face, routinely placing them in dangerous situations for the sake of learning. <br/><br/>One of the four friends is an American boy, who was ousted from his home magical society for troublemaking, and his presence in the book serves as a thought-provoking reflection on Sunny's identity. Is she Nigerian? Is she American? She's an outsider in the group in other ways, being the only one who wasn't raised as part of the magical world, a tomboy (she plays soccer), and an albino. The question of identity and belonging wasn't heavily emphasized, but there were passages where Okorafor seemed to be hinting at a broader theme that might be developed further in subsequent books. I'm very much looking forward to the sequel!",,,1,,,0,,,,,
13376363,Teaching My Mother How to Give Birth,Warsan Shire,"Shire, Warsan",,"=""1905233299""","=""9781905233298""",0,4.31,Flipped Eye,Paperback,37,2011,2011,,2020/03/08,"black-authors-to-read, to-read","black-authors-to-read (#35), to-read (#138)",to-read,,,,0,,,0,,,,,
16117503,Adventure Time Vol. 2,Ryan North,"North, Ryan","Shelli Paroline, Braden Lamb, Mike Holmes","=""1608863239""","=""9781608863235""",3,4.36,KaBOOM!,Paperback,112,2013,2012,2018/07/29,2018/07/29,"2018, graphic-novels-n-comics, 2019","2018 (#48), graphic-novels-n-comics (#9), 2019 (#59)",read,,,,1,,,0,,,,,
843764,America's Constitution: A Biography,Akhil Reed Amar,"Amar, Akhil Reed",,"=""1400062624""","=""9781400062621""",0,4.23,Random House Publishing Group,Hardcover,657,2005,2005,,2020/01/31,want-to-finish-eventually,want-to-finish-eventually (#12),want-to-finish-eventually,,,,0,,,0,,,,,
25898216,Stamped from the Beginning: The Definitive History of Racist Ideas in America,Ibram X. Kendi,"Kendi, Ibram X.",,"=""1568584636""","=""9781568584638""",0,4.59,Bold Type Books,Hardcover,592,2016,2016,,2020/01/02,"black-authors-to-read, history, want-to-finish-eventually","black-authors-to-read (#10), history (#68), want-to-finish-eventually (#11)",want-to-finish-eventually,,,,0,,,0,,,,,
6690798,"The Passage (The Passage, #1)",Justin Cronin,"Cronin, Justin",Dominique Haas,"=""0345504968""","=""9780345504968""",0,4.04,Ballantine Books,Hardcover,766,2010,2010,,2020/02/09,want-to-finish-eventually,want-to-finish-eventually (#10),want-to-finish-eventually,,,,0,,,0,,,,,
13226625,Walking the Clouds: An Anthology of Indigenous Science Fiction,Grace L. Dillon,"Dillon, Grace L.","Gerald Vizenor, Archie Weller, William   Sanders, Zainab Amadahy, Misha, Eden Robinson, Leslie Marmon Silko, Diane Glancy, Stephen Graham Jones, Sherman Alexie, Celu Amberstone, Gerry William, Nalo Hopkinson, Andrea Hairston, Robert  Sullivan, Simon J. Ortiz","=""0816529825""","=""9780816529827""",0,3.75,University of Arizona Press,Paperback,262,2012,2012,,2018/12/14,"native-authors-to-read, anthologies, want-to-finish-eventually","native-authors-to-read (#8), anthologies (#3), want-to-finish-eventually (#9)",want-to-finish-eventually,,,,0,,,0,,,,,
231113,Middle Passage,Charles R. Johnson,"Johnson, Charles R.",,"=""0684855887""","=""9780684855882""",0,3.84,Scribner,Paperback,209,1998,1990,,2020/03/06,"to-read, black-authors-to-read","to-read (#130), black-authors-to-read (#27)",to-read,,,,0,,,0,,,,,
60930,Bloodchild and Other Stories,Octavia E. Butler,"Butler, Octavia E.",,"=""1583226982""","=""9781583226988""",0,4.32,Seven Stories Press,Paperback,214,2005,1995,,2020/03/06,"to-read, black-authors-to-read","to-read (#129), black-authors-to-read (#26)",to-read,,,,0,,,0,,,,,
15818782,Moses: The Chronicles of Harriet Tubman,Balogun Ojetade,"Ojetade, Balogun",,"=""1477422889""","=""9781477422885""",0,3.73,"Roaring Lions Media, LLC",Paperback,174,2012,2012,,2020/03/06,"to-read, black-authors-to-read","to-read (#128), black-authors-to-read (#25)",to-read,,,,0,,,0,,,,,
21408358,The Devil in America,Kai Ashante Wilson,"Wilson, Kai Ashante",,"=""1466863560""","=""9781466863569""",0,4.05,Tor Books,ebook,32,2014,2014,,2020/03/06,"to-read, black-authors-to-read","to-read (#127), black-authors-to-read (#24)",to-read,,,,0,,,0,,,,,
7005878,Redemption in Indigo,Karen Lord,"Lord, Karen",,"=""1931520666""","=""9781931520669""",0,3.86,Small Beer Press,Paperback,188,2010,2010,,2020/03/06,"to-read, black-authors-to-read","to-read (#126), black-authors-to-read (#23)",to-read,,,,0,,,0,,,,,
7767021,"Who Fears Death (Who Fears Death, #1)",Nnedi Okorafor,"Okorafor, Nnedi",,"=""075640617X""","=""9780756406172""",0,3.96,DAW Hardcover,Hardcover,386,2010,2010,,2020/03/06,"to-read, black-authors-to-read","to-read (#125), black-authors-to-read (#22)",to-read,,,,0,,,0,,,,,
46138193,The Mercies,Kiran Millwood Hargrave,"Hargrave, Kiran Millwood",,"=""0316529257""","=""9780316529259""",0,4.07,"Little, Brown and Company",Hardcover,336,2020,2020,,2020/03/06,to-read,to-read (#123),to-read,,,,0,,,0,,,,,
23604559,My Grandmother Asked Me to Tell You She's Sorry,Fredrik Backman,"Backman, Fredrik",Henning Koch,"=""1501115065""","=""9781501115066""",3,4.06,Atria Books,Hardcover,372,2015,2013,,2020/02/26,"2020, booksale, fiction, novel, recommended-to-me, translation","2020 (#19), booksale (#42), fiction (#309), novel (#55), recommended-to-me (#41), translation (#28)",read,,,,1,,,0,,,,,
32177956,Da Small Pitot Prince,Antoine de Saint-Exupéry,"Saint-Exupéry, Antoine de",Keao NeSmith,"=""3946190405""","=""9783946190400""",0,4.31,Edition Tintenfaß ,Paperback,96,2016,1943,2014/12/26,2020/03/03,,,read,,,,1,,,0,,,,,
42129087,The Dark Fantastic: Race and the Imagination from Harry Potter to the Hunger Games,Ebony Elizabeth Thomas,"Thomas, Ebony Elizabeth",,"=""1479800651""","=""9781479800650""",0,4.25,New York University Press,Hardcover,240,2019,2019,,2020/03/02,"black-authors-to-read, to-read-non-fiction","black-authors-to-read (#20), to-read-non-fiction (#29)",to-read-non-fiction,,,,0,,,0,,,,,
11690383,Mwana Mdogo Wa Mfalme,Antoine de Saint-Exupéry,"Saint-Exupéry, Antoine de",,"=""9987080359""","=""9789987080359""",0,4.31,Mkuki na Nyota Publishers,Paperback,106,2011,1943,,2020/03/03,to-read,to-read (#122),to-read,,,,0,,,0,,,,,
40114057,Tiprens-la,Antoine de Saint-Exupéry,"Saint-Exupéry, Antoine de",Robert Chilin,"=""""","=""97829176236""",0,4.31,Caraïbéditions,Paperback,,2011,1943,,2020/03/03,to-read,to-read (#121),to-read,,,,0,,,0,,,,,
71091,Il piccolo principe,Antoine de Saint-Exupéry,"Saint-Exupéry, Antoine de","Nico Orengo, Nini Bompiani Bregoli","=""8845205118""","=""9788845205118""",0,4.31,Bompiani,Paperback,125,1994,1943,,2020/03/03,to-read,to-read (#120),to-read,,,,0,,,0,,,,,
433281,Racism without Racists: Color-Blind Racism and the Persistence of Racial Inequality in the United States,Eduardo Bonilla-Silva,"Bonilla-Silva, Eduardo",,"=""0742546861""","=""9780742546868""",4,4.25,Rowman & Littlefield Publishers,Paperback,288,2006,2003,2020/02/07,2018/11/11,"2020, authors-of-color, black-authors-read, booksale, check-your-privilege, development, non-fiction","2020 (#15), authors-of-color (#43), black-authors-read (#36), booksale (#41), check-your-privilege (#25), development (#25), non-fiction (#114)",read,Learned a lot from this book. The last couple chapters were really disconnected from the main jist if the book and could probably have been left off without weakening it.,,,1,,,0,,,,,
34728667,"Children of Blood and Bone (Legacy of Orïsha, #1)",Tomi Adeyemi,"Adeyemi, Tomi",,"=""1250170974""","=""9781250170972""",0,4.14,Henry Holt Company,Hardcover,544,2018,2018,2020/02/27,2019/11/19,"2020, black-authors-read, bookclub, children_and_ya, fiction, libby, novel, women-authors","2020 (#20), black-authors-read (#39), bookclub (#17), children_and_ya (#159), fiction (#310), libby (#35), novel (#56), women-authors (#164)",read,,,,1,,,0,,,,,
71409,Midnight Robber,Nalo Hopkinson,"Hopkinson, Nalo",,"=""0446675601""","=""9780446675604""",0,3.92,Grand Central Publishing,Paperback,329,2000,2000,,2020/02/13,"to-read, black-authors-to-read, native-authors-to-read","to-read (#119), black-authors-to-read (#19), native-authors-to-read (#11)",to-read,,,,0,,,0,,,,,
25823323,"Moonshot: The Indigenous Comics Collection, Volume 1",Hope Nicholson,"Nicholson, Hope","Michael Sheyahshe, David W. Mack, David Robertson, Haiwei Hou, Dayton Edmonds, Micah Farritor, Sean Qitsualik-Tinsley, Rachel Qitsualik-Tinsley, Menton3, Arigon Starr, David Cutler, Elizabeth LaPensée, Gregory Chomichuk, George Freeman, Tony Romito, Jeremy D. Mohler, Ian Ross, Lovern Kindzierski, Adam Gorham, Richard Van Camp, Nicholas Burns, Todd Houseman, Ben Shannon, Jay Odjick, Joel Odjick, Claude St. Aubin, Buffy Sainte-Marie, Andy Stanleigh","=""""","=""9780987715258""",0,4.13,Alternate History Comics Inc.,Paperback,174,2015,2015,,2019/11/24,"native-authors-to-read, to-read, anthologies","native-authors-to-read (#3), to-read (#101), anthologies (#8)",to-read,,,,0,,,0,,,,,
34315120,Black Power: The Superhero Anthology,Balogun Ojetade,"Ojetade, Balogun","Stanley Weaver, Guy A. Sims","=""""","=""""",0,4.57,,Kindle Edition,,2017,2017,,2020/01/26,"to-read, anthologies","to-read (#114), anthologies (#7)",to-read,,,,0,,,0,,,,,
510342,Dark Matter: A Century of Speculative Fiction from the African Diaspora,Sheree Thomas,"Thomas, Sheree","W.E.B. Du Bois, Kalamu ya Salaam, Samuel R. Delany, Nalo Hopkinson, Akua Lezli Hope, Charles W. Chesnutt, Octavia E. Butler, Linda Addison, Charles R. Saunders, Nisi Shawl, Steven Barnes, Jewelle L. Gómez, Henry Dumas, Tony Medina, Kiini Ibura Salaam, Robert Fleming, Derrick A. Bell, Darryl A. Smith, Ama Patterson, Walter Mosley, Honorée Fanonne Jeffers, Paul D. Miller, Evie Shockley, Leone Ross, Tananarive Due, Amiri Baraka","=""0446677248""","=""9780446677240""",0,4.17,Aspect,Paperback,427,2001,2000,,2020/01/26,"to-read, anthologies","to-read (#115), anthologies (#6)",to-read,,,,0,,,0,,,,,
250801,Ain't I a Woman! A Book of Women's Poetry from Around the World,Illona Linthwaite,"Linthwaite, Illona",,"=""0517093650""","=""9780517093658""",4,4.11,Wings Books,Hardcover,195,1993,1987,,2016/01/07,"women-authors, poetry, read-as-a-child, anthologies","women-authors (#17), poetry (#4), read-as-a-child (#72), anthologies (#1)",read,,,,1,,,0,,,,,
18131,"A Wrinkle in Time (Time Quintet, #1)",Madeleine L'Engle,"L'Engle, Madeleine",,"=""0440498058""","=""9780440498056""",3,4.00,Yearling Books,Paperback,211,1973,1962,,2013/01/03,"children_and_ya, fiction, read-as-a-child","children_and_ya (#13), fiction (#107), read-as-a-child (#266)",read,,,,1,,,0,,,,,
236093,"The Wonderful Wizard of Oz (Oz, #1)",L. Frank Baum,"Baum, L. Frank",W.W. Denslow,"=""0140621679""","=""9780140621679""",4,3.99,Penguin,Paperback,154,1995,1900,,2013/01/03,"classics, children_and_ya, fiction, read-as-a-child","classics (#6), children_and_ya (#25), fiction (#118), read-as-a-child (#265)",read,,,,1,,,0,,,,,
