Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
75508,Choosing a Jewish Life: A Handbook for People Converting to Judaism and for Their Family and Friends,Anita Diamant,"Diamant, Anita",,"=""0805210954""","=""9780805210958""",3,4.14,Schocken,Paperback,304,1998,1998,,2011/03/23,"religious, non-fiction","religious (#25), non-fiction (#84)",read,,,,1,,,0,,,,,
14743,The God Delusion,Richard Dawkins,"Dawkins, Richard",,"=""0618680004""","=""9780618680009""",3,3.90,Houghton Mifflin Co. (Boston/NY),Hardcover,374,2006,2006,,2011/03/23,"religious, non-fiction","religious (#18), non-fiction (#83)",read,,,,1,,,0,,,,,
426824,The Commentators' Bible: Exodus: The Rubin JPS Miqra'ot Gedolot,Michael Carasik,"Carasik, Michael",,"=""0827608128""","=""9780827608122""",4,4.67,The Jewish Publication Society,Hardcover,368,2005,2005,2012/12/31,2011/03/23,"religious, non-fiction","religious (#9), non-fiction (#25)",read,,,,1,,,0,,,,,
31487,"Unweaving the Rainbow: Science, Delusion and the Appetite for Wonder",Richard Dawkins,"Dawkins, Richard",,"=""0618056734""","=""9780618056736""",3,4.02,Mariner Books,Paperback,352,2000,1998,,2011/03/23,non-fiction,non-fiction (#30),read,,,,1,,,0,,,,,
61535,The Selfish Gene,Richard Dawkins,"Dawkins, Richard",,"=""0199291152""","=""9780199291151""",5,4.14,"Oxford University Press, USA",Paperback,360,2006,1976,,2011/03/23,"science, non-fiction","science (#1), non-fiction (#31)",read,,,,1,,,0,,,,,
1589840,Postpartum Depression for Dummies,Shoshana S. Bennett,"Bennett, Shoshana S.",,"=""0470073357""","=""9780470073353""",4,4.09,For Dummies,Paperback,362,2007,2007,2017/05/06,2017/04/12,"development, women-authors, 2017, recommended-to-me, non-fiction","development (#6), women-authors (#49), 2017 (#24), recommended-to-me (#15), non-fiction (#61)",read,,,,1,,,0,,,,,
32620356,Daring to Drive: A Saudi Woman's Awakening,Manal Al-Sharif,"Al-Sharif, Manal",,"=""1476793026""","=""9781476793023""",4,4.31,Simon & Schuster,Hardcover,289,2017,2017,,2018/07/10,"2018, best-of-2018, books-that-changed-how-i-think, check-your-privilege, women-authors, non-fiction","2018 (#40), best-of-2018 (#2), books-that-changed-how-i-think (#24), check-your-privilege (#8), women-authors (#92), non-fiction (#52)",read,,,,1,,,0,,,,,
28562537,Fifty Shades of Talmud: What the First Rabbis Had to Say about You-Know-What,Maggie Anton,"Anton, Maggie",,"=""0976305062""","=""9780976305064""",1,3.71,Banot Press,Paperback,120,2016,,2017/09/26,2017/09/26,"2017, religious, women-authors, non-fiction","2017 (#55), religious (#71), women-authors (#64), non-fiction (#51)",read,,,,2,,,0,,,,,
8638207,Hebrew: A Language Course: Level 1,Ora Band,"Band, Ora",,"=""087441380X""","=""9780874413809""",0,4.50,Behrman House Publishing,Paperback,,1996,1996,,2014/09/02,"women-authors, non-fiction","women-authors (#41), non-fiction (#59)",read,,,,1,,,0,,,,,
7036409,How Learning Works: Seven Research-Based Principles for Smart Teaching,Susan A. Ambrose,"Ambrose, Susan A.","Michael W. Bridges, Michele DiPietro, Marsha C. Lovett, Marie K. Norman, Richard E. Mayer","=""0470484101""","=""9780470484104""",5,4.10,Jossey-Bass,Hardcover,301,2010,2010,2017/04/21,2017/02/27,"development, 2017, women-authors, recommended-to-me, non-fiction","development (#4), 2017 (#21), women-authors (#50), recommended-to-me (#16), non-fiction (#50)",read,,,,1,,,0,,,,,
201133,Spoken Here: Travels Among Threatened Languages,Mark Abley,"Abley, Mark",,"=""0618565833""","=""9780618565832""",3,3.83,Mariner Books,Paperback,336,2005,2003,2015/03/14,2014/07/05,"language, 2015, non-fiction","language (#7), 2015 (#9), non-fiction (#48)",read,,,,1,,,0,,,,,
13429639,The Best American Science and Nature Writing 2012,Dan Ariely,"Ariely, Dan",Tim Folger,"=""0547799535""","=""9780547799537""",4,3.96,Mariner Books,Paperback,352,2012,2012,2016/06/25,2016/05/28,"science, 2016, non-fiction","science (#16), 2016 (#32), non-fiction (#49)",read,,,,1,,,0,,,,,
616394,When Life Nearly Died: The Greatest Mass Extinction of all Time,Michael J. Benton,"Benton, Michael J.",,"=""050028573X""","=""9780500285732""",5,4.11,Thames and Hudson,Paperback,336,2008,2003,2019/04/18,2015/07/06,"science, 2019, non-fiction","science (#20), 2019 (#21), non-fiction (#60)",read,,,,1,,,0,,,,,
27037,Confessions,Augustine of Hippo,"Hippo, Augustine of","Henry Chadwick, Albert Cook Outler","=""0192833723""","=""9780192833723""",3,3.93,Oxford University Press,Paperback,341,1998,400,,2013/01/03,"classics, religious, non-fiction","classics (#4), religious (#59), non-fiction (#58)",read,,,,1,,,0,,,,,
15926830,Discipline-Based Education Research: Understanding and Improving Learning in Undergraduate Science and Engineering,Committee on the Status Contributions an,"an, Committee on the Status Contributions","Board on Science Education, Division of Behavioral and Social Scienc","=""0309254116""","=""9780309254113""",0,4.00,National Academies Press,Paperback,282,2012,2012,,2014/02/04,non-fiction,non-fiction (#47),read,,,,1,,,0,,,,,
3483356,In the Land of Invisible Women: A Female Doctor's Journey in the Saudi Kingdom,Qanta A. Ahmed,"Ahmed, Qanta A.",,"=""1402210876""","=""9781402210877""",2,3.73,Sourcebooks,Paperback,454,2008,2008,2013/06/20,2013/05/25,"april2013-april2014, authors-of-color, non-fiction","april2013-april2014 (#8), authors-of-color (#13), non-fiction (#46)",read,,,,1,,,0,,,,,
855761,Midrashic Women: Formations of the Feminine in Rabbinic Literature,Judith R. Baskin,"Baskin, Judith R.",,"=""1584651784""","=""9781584651789""",3,4.17,Brandeis University Press,Paperback,248,2002,2002,,2013/01/03,"religious, non-fiction","religious (#56), non-fiction (#57)",read,,,,1,,,0,,,,,
136846,Through the Narrow Gate: A Memoir of Spiritual Discovery,Karen Armstrong,"Armstrong, Karen",,"=""0312340958""","=""9780312340957""",3,4.10,St. Martin's Griffin,Paperback,304,2005,1981,,2011/03/26,"religious, non-fiction","religious (#41), non-fiction (#45)",read,,,,1,,,0,,,,,
942763,Straight Talk: My Dilemma as an Orthodox Jewish Woman,Sally Berkovic,"Berkovic, Sally",,"=""0881256617""","=""9780881256611""",3,3.90,Ktav Publishing House,Hardcover,254,1999,1999,,2011/07/12,"religious, non-fiction","religious (#43), non-fiction (#55)",read,,,,1,,,0,,,,,
27308,The Spiral Staircase: My Climb Out of Darkness,Karen Armstrong,"Armstrong, Karen",,"=""0385721277""","=""9780385721271""",5,3.99,Anchor,Paperback,306,2005,2004,,2011/03/26,"religious, non-fiction","religious (#38), non-fiction (#44)",read,,,,1,,,0,,,,,
812635,"Women and Jewish Law: The Essential Texts, Their History, and Their Relevance for Today",Rachel Biale,"Biale, Rachel",,"=""0805210490""","=""9780805210491""",4,3.85,Schocken,Paperback,312,1995,1984,,2011/07/18,"religious, non-fiction","religious (#49), non-fiction (#56)",read,,,,1,,,0,,,,,
163529,"At the Water's Edge: Fish with Fingers, Whales with Legs, and How Life Came Ashore but Then Went Back to Sea",Carl Zimmer,"Zimmer, Carl",Carl Dennis Buell,"=""0684856239""","=""9780684856230""",3,4.07,Simon & Schuster,Paperback,290,1999,1998,2015/08/23,2014/02/09,"science, 2015, non-fiction","science (#15), 2015 (#23), non-fiction (#41)",read,,,,1,,,0,,,,,
7938377,The 10 Best-Ever Depression Management Techniques: Understanding How Your Brain Makes You Depressed and What You Can Do to Change It,Margaret Wehrenberg,"Wehrenberg, Margaret",,"=""039370629X""","=""9780393706291""",4,3.90,W. W. Norton  Company,Paperback,312,2011,2011,2017/05/26,2017/04/12,"2017, development, books-that-changed-how-i-think, books-i-loved, favorites, books-i-keep-recommending, non-fiction","2017 (#30), development (#11), books-that-changed-how-i-think (#16), books-i-loved (#43), favorites (#18), books-i-keep-recommending (#2), non-fiction (#37)",read,,,,1,,,0,,,,,
1680939,The Aztecs,Frances F. Berdan,"Berdan, Frances F.",,"=""079100354X""","=""9780791003541""",3,4.00,Chelsea House Publishers,Paperback,112,1989,1989,2017/12/06,2017/12/04,"2017, children_and_ya, history, non-fiction","2017 (#73), children_and_ya (#76), history (#43), non-fiction (#43)",read,,,,1,,,0,,,,,
1206372,Adoption for Dummies,Tracy L. Barr,"Barr, Tracy L.",,"=""0764554883""","=""9780764554889""",3,3.90,John Wiley & Sons,Paperback,358,2003,2003,2017/12/30,2017/12/28,"2017, non-fiction","2017 (#78), non-fiction (#39)",read,,,,1,,,0,,,,,
1865668,Bastard Tongues: A Trailblazing Linguist Finds Clues to Our Common Humanity in the World's Lowliest Languages,Derek Bickerton,"Bickerton, Derek",,"=""0809028174""","=""9780809028177""",5,3.81,Hill & Wang,Hardcover,270,2008,2008,2016/12/10,2016/11/25,"language, 2016, books-that-changed-how-i-think, favorites, best-of-2016, non-fiction","language (#10), 2016 (#43), books-that-changed-how-i-think (#13), favorites (#15), best-of-2016 (#1), non-fiction (#42)",read,,,,1,,,0,,,,,
2716244,Back to the Sources: Reading the Classic Jewish Texts,Barry W. Holtz,"Holtz, Barry W.",,"=""0671454676""","=""9780671454678""",4,4.00,Summit Books (NY),Hardcover,448,1984,1984,,2011/03/24,"religious, non-fiction","religious (#32), non-fiction (#40)",read,,,,1,,,0,,,,,
1031803,The Age of Reason,Thomas Paine,"Paine, Thomas",,"=""1595479104""","=""9781595479105""",0,4.12,NuVision Publications,Paperback,180,2007,1794,2016/01/09,2013/06/04,"classics, history, 2016, non-fiction","classics (#12), history (#29), 2016 (#2), non-fiction (#36)",read,,,,1,,,0,,,,,
39020,1491: New Revelations of the Americas Before Columbus,Charles C. Mann,"Mann, Charles C.",,"=""1400032059""","=""9781400032051""",4,4.03,Vintage,Paperback,541,2006,2005,,2013/01/03,"first-nations, non-fiction","first-nations (#8), non-fiction (#35)",read,,,,1,,,0,,,,,
16176,The Red Queen: Sex and the Evolution of Human Nature,Matt Ridley,"Ridley, Matt",,"=""0060556579""","=""9780060556570""",3,4.04,Harper Perennial (HarperCollins),Paperback,405,2003,1993,,2011/03/23,"science, non-fiction","science (#36), non-fiction (#33)",read,,,,1,,,0,,,,,
39001,"Power, Sex, Suicide: Mitochondria and the Meaning of Life",Nick Lane,"Lane, Nick",,"=""0199205647""","=""9780199205646""",4,4.24,"Oxford University Press, USA",Paperback,354,2006,2005,,2011/03/23,"science, non-fiction","science (#3), non-fiction (#34)",read,,,,1,,,0,,,,,
1798831,The Cambridge Companion to the Talmud and Rabbinic Literature,Charlotte E. Fonrobert,"Fonrobert, Charlotte E.",Martin S. Jaffee,"=""0521605083""","=""9780521605083""",4,3.59,Cambridge University Press,Paperback,438,2007,2007,,2011/03/23,"religious, non-fiction","religious (#11), non-fiction (#27)",read,,,,1,,,0,,,,,
784569,Jewish Legal Writings By Women,Micah D. Halpern,"Halpern, Micah D.",,"=""9657108004""","=""9789657108000""",3,3.80,Urim Publications,Hardcover,72,,,,2011/03/23,"religious, non-fiction","religious (#15), non-fiction (#28)",read,,,,1,,,0,,,,,
7947104,Women and Men in Communal Prayer: Halakhic Perspectives,Chaim Trachtman,"Trachtman, Chaim","Shlomo Riskin, Mendel Shapiro, Eliav Shochetman","=""1602801525""","=""9781602801523""",4,4.40,Ktav Publishing House,Hardcover,418,2010,2010,,2011/03/23,"religious, non-fiction","religious (#16), non-fiction (#29)",read,,,,1,,,0,,,,,
63697,The Man Who Mistook His Wife for a Hat and Other Clinical Tales,Oliver Sacks,"Sacks, Oliver",,"=""0684853949""","=""9780684853949""",2,4.06,Touchstone,Paperback,243,1998,1985,,2011/03/23,non-fiction,non-fiction (#24),read,,,,1,,,0,,,,,
3831387,The Nine Questions People Ask About Judaism,Dennis Prager,"Prager, Dennis",,"=""0671425943""","=""9780671425944""",1,3.97,Simon & Schuster,Hardcover,216,,1981,,2011/03/23,"religious, non-fiction","religious (#8), non-fiction (#23)",read,,,,1,,,0,,,,,
942853,Judaism in Practice: From the Middle Ages Through the Early Modern Period,Lawrence Fine,"Fine, Lawrence",,"=""0691057877""","=""9780691057873""",5,4.14,Princeton University Press,Paperback,556,2001,2001,,2011/03/23,"religious, non-fiction","religious (#10), non-fiction (#26)",read,,,,1,,,0,,,,,
1150474,Entering Jewish Prayer: A Guide to Personal Devotion and the Worship Service,Reuven Hammer,"Hammer, Reuven",,"=""0805210229""","=""9780805210224""",5,3.87,Schocken Books Inc,Paperback,350,1995,1994,,2011/03/23,"religious, non-fiction","religious (#6), non-fiction (#21)",read,,,,1,,,0,,,,,
780089,The Jewish Way: Living the Holidays,Irving Greenberg,"Greenberg, Irving",,"=""0671873032""","=""9780671873035""",3,4.05,Touchstone,Paperback,464,1993,1988,,2011/03/23,"religious, non-fiction","religious (#7), non-fiction (#22)",read,,,,1,,,0,,,,,
99012,Next Year I Will Know More: Literacy and Identity among Young Orthodox Women in Israel,Tamar El-Or,"El-Or, Tamar",Haim Watzman,"=""0814327729""","=""9780814327722""",4,3.67,Raphael Patai Series in Jewish Folklore and Anthro,Hardcover,336,2002,2002,,2011/03/23,"religious, women-authors, non-fiction","religious (#2), women-authors (#40), non-fiction (#19)",read,,,,1,,,0,,,,,
533868,God in Search of Man: A Philosophy of Judaism,Abraham Joshua Heschel,"Heschel, Abraham Joshua",,"=""0374513317""","=""9780374513313""",2,4.37,"Farrar, Straus and Giroux",Paperback,437,1976,1955,2011/05/01,2011/03/23,"religious, non-fiction","religious (#1), non-fiction (#18)",read,"I started reading this book as part of an effort to get a better understanding of Jewish intellectual history. Heschel is routinely mentioned as one of the great Jewish philosophers of the 20th century and so I was excited to delve into this, one of his ""greatest works"". I could hardly have been more disappointed. <br/><br/>Heschel is a mystic and as such, eschews rationalist approaches to religion. Ok, sure. I'm willing to suspend my rationalism in that area for long enough to get through the book. The damning thing, however, is that Heschel gets sloppy about where exactly this anti-rationalism applies. Even if rationalism doesn't apply to the experience of religion, even if we can't describe God or judge a religious experience in the same way we would judge a scientific breakthrough, I still expect him to provide some sort of evidence for his historical claims. He consistently refuses to do this, and the book as a whole reads as 400+ pages of unsupported claims and wild leaps. Here are a few examples. <br/><br/>p. 223 ""Should we maintain that [the prophets] were mentally deranged, victims of hallucinations? . . . Their message being ages ahead of human thinking, it would be hard to believe in the normalcy of our own minds, if we questioned theirs. Indeed, if such is insanity, then we ought to feel ashamed of being sane... And granted, unlikely as it is, that signs of sickness should be traced in the life of the prophets. . . it would still be absurd to reject their claim. Is it not more meaningful to maintain that a person has to be sick in order to see what those who are benighted by their robustness and complacency fail to perceive?""<br/>Translation ""Even if the prophets were crazy, we still have to believe them. Perhaps its simply because we aren't crazy that we can't experience God directly.""<br/><br/>p. 229 ""What gave the prophets the certainty that they witnessed a divine event and not a figment of their own imagination? . . . A thunder out of a blue sky, a voice coming from nowhere, an effect without a visible cause, would not have been enough to identify a perception as a divine communication. . . [These] only manifest a force of nature, not God.""<br/>Here Heschel ignores the fact that until very recently in human history (in fact, until the rise of scientific knowledge) forces of nature were assume to be direct actions of God. If he wasn't so intent on assuming a modern framework for the Bible, this would be readily apparent. <br/><br/>And of course, leading questions play a large role in Heschel's rhetoric. . .<br/><br/>p. 240 ""Why does the Bible surpass everything created by man? Why is there no work worthy of comparison with it? Why is there no substitute for the Bible, no parallel to the history it has engendered? Why must all who seek the living God turn to its pages?"" <br/><br/>p. 247 ""To deny the divine origin of the Bible is to brand the entire history of the spiritual efforts and attainments in Judaism, Christianity, and Islam as the outgrowth of a colossal lie, the triumph of a deception which captured the finest souls for more than two thousand years."" <br/>Yeah, that's right, monotheists have the best souls. <br/><br/>p. 243 [The Bible] is the foutainhead of the finest strivings of man in the Western World. It has elicited more holiness and compassion from mankind than we are able to comprehend. Most of what is noble and just is derived from its spirit.""<br/>I'd say the Bible has inspired its fair share of events. The fact that Heschel can claim that those events are overwhelmingly good, however, simply showcases his blindness to history and reality. <br/><br/>I will finish this book, not because I find anything redeeming in it, but simply so that I can say I've read Heschel. I can only hope that my future explorations of Jewish intellectual history uncover something, well, intellectual. ",,,1,,,0,,,,,
1869,Nickel and Dimed: On (Not) Getting by in America,Barbara Ehrenreich,"Ehrenreich, Barbara",,"=""0805063897""","=""9780805063899""",2,3.63,Owl Books (Henry Holt),Paperback,240,2002,2001,,2011/03/23,non-fiction,non-fiction (#17),read,,,,1,,,0,,,,,
18042000,A Very British Murder,Lucy Worsley,"Worsley, Lucy",,"=""1849906343""","=""9781849906340""",4,3.78,BBC Books,Hardcover,320,2013,2013,2019/08/20,2019/08/18,"2019, books-i-loved, books-that-changed-how-i-think, mystery, women-authors, crime-fiction, literary-criticism, non-fiction","2019 (#60), books-i-loved (#83), books-that-changed-how-i-think (#35), mystery (#12), women-authors (#140), crime-fiction (#1), literary-criticism (#3), non-fiction (#11)",read,,,,1,,,0,,,,,
13839,The Botany of Desire: A Plant's-Eye View of the World,Michael Pollan,"Pollan, Michael",,"=""0375760393""","=""9780375760396""",0,4.06,Random House Trade Paperbacks,Paperback,297,2002,2001,,2019/12/30,non-fiction,non-fiction (#9),read,,,,1,,,0,,,,,
7352725,Anne Frank: The Anne Frank House Authorized Graphic Biography,Sid Jacobson,"Jacobson, Sid",Ernie Colón,"=""0809026856""","=""9780809026852""",5,4.20,Hill & Wang,Paperback,152,2010,2005,,2020/01/03,"2020, children_and_ya, history, ww2, non-fiction","2020 (#2), children_and_ya (#99), history (#69), ww2 (#12), non-fiction (#10)",read,"Worth reading no matter how many times you've read the diary. Provides a lot of background for both pre-diary and post-discovery. And of course the graphical impact is intense. The illustrators very effectively depicted Anne growing from a child to a young woman, and her deterioration after the betrayal.",,,1,,,0,,,,,
2348645,Trick or Treatment: The Undeniable Facts about Alternative Medicine,Simon Singh,"Singh, Simon",Edzard Ernst,"=""0393066614""","=""9780393066616""",0,4.10,W. W. Norton  Company,Hardcover,352,2008,2008,,2019/11/22,"science, non-fiction","science (#37), non-fiction (#6)",read,,,,1,,,0,,,,,
2407892,The 10 Best-Ever Anxiety Management Techniques: Understanding How Your Brain Makes You Anxious and What You Can Do to Change It,Margaret Wehrenberg,"Wehrenberg, Margaret",,"=""0393705560""","=""9780393705560""",0,3.91,W. W. Norton  Company,Paperback,256,2008,2008,,2019/11/22,"women-authors, non-fiction","women-authors (#150), non-fiction (#4)",read,,,,1,,,0,,,,,
30781490,Word by Word: The Secret Life of Dictionaries,Kory Stamper,"Stamper, Kory",,"=""110187094X""","=""9781101870945""",4,4.18,Pantheon Books,Hardcover,296,2017,2017,,2019/11/22,"language, fav-non-fiction, non-fiction","language (#19), fav-non-fiction (#6), non-fiction (#5)",read,,,,1,,,0,,,,,
472331,Watchmen,Alan Moore,"Moore, Alan","Dave Gibbons, John    Higgins","=""0930289234""","=""9780930289232""",0,4.36,DC Comics,Paperback,416,2005,1987,,2020/01/04,"book-club-hopefulls, want-to-finish-eventually","book-club-hopefulls (#1), want-to-finish-eventually (#8)",want-to-finish-eventually,,,,0,,,0,,,,,
61538,The Extended Phenotype: The Long Reach of the Gene,Richard Dawkins,"Dawkins, Richard",Daniel C. Dennett,"=""0192880519""","=""9780192880512""",0,4.09,"Oxford University Press, USA",Paperback,336,1999,1982,,2019/10/24,want-to-finish-eventually,want-to-finish-eventually (#7),want-to-finish-eventually,,,,0,,,0,,,,,
42815538,I Like to Watch: Arguing My Way Through the TV Revolution,Emily Nussbaum,"Nussbaum, Emily",,"=""0525508961""","=""9780525508960""",0,4.02,Random House,Hardcover,384,2019,2019,,2019/09/03,want-to-finish-eventually,want-to-finish-eventually (#5),want-to-finish-eventually,,,,0,,,0,,,,,
24236957,Get Started in Writing Science Fiction and Fantasy: How to write compelling and imaginative sci-fi and fantasy fiction (Teach Yourself: Writing),Adam Roberts,"Roberts, Adam",,"=""""","=""""",0,4.15,Teach Yourself,Kindle Edition,224,2014,2014,,2019/10/24,want-to-finish-eventually,want-to-finish-eventually (#6),want-to-finish-eventually,,,,0,,,0,,,,,
43121,Bright Earth: Art and the Invention of Color,Philip Ball,"Ball, Philip",,"=""0226036286""","=""9780226036281""",0,4.05,University of Chicago Press,Paperback,382,2003,1999,,2019/05/11,want-to-finish-eventually,want-to-finish-eventually (#3),want-to-finish-eventually,,,,0,,,0,,,,,
114192,Medical Apartheid: The Dark History of Medical Experimentation on Black Americans from Colonial Times to the Present,Harriet A. Washington,"Washington, Harriet A.",,"=""0385509936""","=""9780385509930""",0,4.30,Doubleday,Hardcover,501,2007,2007,,2019/07/12,want-to-finish-eventually,want-to-finish-eventually (#4),want-to-finish-eventually,,,,0,,,0,,,,,
35068524,Not That Bad: Dispatches from Rape Culture,Roxane Gay,"Gay, Roxane","Aubrey Hirsch, Jill Christman, Claire Schwartz, Lynn Melnick, Brandon  Taylor, Emma Smith-Stevens, A.J. McKenna, Lisa Mecham, Vanessa Mártir, Ally Sheedy, xTx, So Mayer, Nora Salem, Lyz Lenz, Amy Jo Burns, V.L. Seek, Michelle Chen, Gabrielle Union, Liz Rosema, Anthony Frame, Samhita Mukhopadhyay, Miriam Zoila Pérez, Zoë Medeiros, Sharisse Tracey, Stacey May Fowles, Elisabeth Fairfield Stokes, Meredith Talusan, Nicole Boyce, Elissa Bassist","=""0062413503""","=""9780062413505""",0,4.44,Harper Perennial,ebook,368,2018,2018,,2018/11/16,"black-authors-to-read, want-to-finish-eventually","black-authors-to-read (#2), want-to-finish-eventually (#2)",want-to-finish-eventually,,,,0,,,0,,,,,
36620482,The Heartbeat of Wounded Knee: Native America from 1890 to the Present,David Treuer,"Treuer, David",,"=""""","=""""",0,4.19,Riverhead Books,Kindle Edition,526,2019,2019,,2019/12/10,"first-nations, native-authors-to-read, want-to-finish-eventually","first-nations (#13), native-authors-to-read (#9), want-to-finish-eventually (#1)",want-to-finish-eventually,,,,0,,,0,,,,,
6845909,The Sorcerer's House,Gene Wolfe,"Wolfe, Gene",,"=""076532458X""","=""9780765324580""",0,3.72,Tor Books,Hardcover,302,2010,2010,,2020/01/14,"book-club-hopefulls, to-read","book-club-hopefulls (#2), to-read (#109)",to-read,,,,0,,,0,,,,,
57504,Brown Girl in the Ring,Nalo Hopkinson,"Hopkinson, Nalo",,"=""0446674338""","=""9780446674331""",0,3.86,Grand Central Publishing,Paperback,250,1998,1998,,2019/12/01,"black-authors-to-read, to-read","black-authors-to-read (#6), to-read (#105)",to-read,,,,0,,,0,,,,,
263402,"Swan Song (Gervase Fen, #4)",Edmund Crispin,"Crispin, Edmund",,"=""1933397543""","=""9781933397542""",3,3.94,Felony & Mayhem,Paperback,215,2006,1947,2019/11/15,2019/11/09,"2019, classic-and-golden-age-mystery, crime-fiction, fiction, mystery, novel","2019 (#88), classic-and-golden-age-mystery (#9), crime-fiction (#23), fiction (#292), mystery (#25), novel (#41)",read,"I figured out the twist in the second chapter, but it was still worth reading just for the humor. Love Crispin!",,,1,,,0,,,,,
448282,Is Heathcliff a Murderer?: Great Puzzles in Nineteenth-Century Fiction,John Sutherland,"Sutherland, John",,"=""0192834681""","=""9780192834683""",0,3.74,Oxford University Press,Paperback,258,1996,1996,,2019/11/20,to-read-non-fiction,to-read-non-fiction (#27),to-read-non-fiction,,,,0,,,0,,,,,
12227044,Rez Life: An Indian's Journey Through Reservation Life,David Treuer,"Treuer, David",,"=""0802119719""","=""9780802119711""",0,3.83,Atlantic Monthly Press,Hardcover,330,2012,2012,,2019/11/30,"native-authors-to-read, to-read-non-fiction","native-authors-to-read (#7), to-read-non-fiction (#26)",to-read-non-fiction,,,,0,,,0,,,,,
6288634,"Lighting the Eighth Fire: The Liberation, Resurgence, and Protection of Indigenous Nations",Leanne Betasamosake Simpson,"Simpson, Leanne Betasamosake","Charlie Greg Sark, Taiaiake Alfred, Susan        Hill, Nick Claxton, Fred (Gopit) Metallic, Renée Bédard, Brock Pitawankwat, Isabel Altamirano-Jiménez, Glen Sean Coulthard, Eden Robinson","=""1894037332""","=""9781894037334""",0,4.59,Arp Books,Paperback,232,2008,2008,,2020/01/10,"native-authors-to-read, to-read-non-fiction","native-authors-to-read (#10), to-read-non-fiction (#25)",to-read-non-fiction,,,,0,,,0,,,,,
7783692,The Novel: An Alternative History: Beginnings to 1600,Steven Moore,"Moore, Steven",,"=""1441177043""","=""9781441177049""",0,4.13,Continuum,Hardcover,704,2010,2010,,2019/11/20,to-read-non-fiction,to-read-non-fiction (#24),to-read-non-fiction,,,,0,,,0,,,,,
17158246,"The Novel: An Alternative History, 1600-1800",Steven Moore,"Moore, Steven",,"=""144118869X""","=""9781441188694""",0,4.08,Continuum Publishing Corporation,Hardcover,1024,2013,2013,,2019/11/20,to-read-non-fiction,to-read-non-fiction (#23),to-read-non-fiction,,,,0,,,0,,,,,
22085568,The Culture Map: Breaking Through the Invisible Boundaries of Global Business,Erin Meyer,"Meyer, Erin",,"=""""","=""""",0,4.37,PublicAffairs,Kindle Edition,290,2014,2014,,2019/11/19,to-read-non-fiction,to-read-non-fiction (#22),to-read-non-fiction,,,,0,,,0,,,,,
53085,A History of Reading,Alberto Manguel,"Manguel, Alberto",,"=""0140166548""","=""9780140166545""",0,3.98,Penguin Books,Paperback,372,1997,1996,,2019/11/20,to-read-non-fiction,to-read-non-fiction (#21),to-read-non-fiction,,,,0,,,0,,,,,
15797509,The Inconvenient Indian: A Curious Account of Native People in North America,Thomas King,"King, Thomas",,"=""0385674058""","=""9780385674058""",0,4.16,Doubleday Canada,ebook,266,2012,2012,,2019/11/24,"native-authors-to-read, to-read-non-fiction","native-authors-to-read (#2), to-read-non-fiction (#20)",to-read-non-fiction,,,,0,,,0,,,,,
33670466,Paperbacks from Hell: The Twisted History of '70s and '80s Horror Fiction,Grady Hendrix,"Hendrix, Grady",Will Errickson,"=""1594749817""","=""9781594749810""",0,4.35,Quirk Books Inc.,Paperback,254,2017,2017,,2019/11/20,to-read-non-fiction,to-read-non-fiction (#19),to-read-non-fiction,,,,0,,,0,,,,,
1136714,Anatomy of Wonder: A Critical Guide to Science Fiction,Neil Barron,"Barron, Neil",,"=""1591581710""","=""9781591581710""",0,4.26,Greenwood Publishing Group,Hardcover,1016,2004,1976,,2019/11/20,to-read-non-fiction,to-read-non-fiction (#18),to-read-non-fiction,,,,0,,,0,,,,,
231744,Native American Fiction: A User's Manual,David Treuer,"Treuer, David",,"=""155597452X""","=""9781555974527""",0,3.72,Graywolf Press,Paperback,224,2006,2006,,2019/11/30,"native-authors-to-read, to-read-non-fiction","native-authors-to-read (#6), to-read-non-fiction (#17)",to-read-non-fiction,,,,0,,,0,,,,,
1310226,Cheap Thrills: The Amazing! Thrilling! Astonishing! History of Pulp Fiction,Ron Goulart,"Goulart, Ron",,"=""1932563741""","=""9781932563740""",0,3.69,Hermes Press,Paperback,208,2007,1972,,2019/11/20,to-read-non-fiction,to-read-non-fiction (#16),to-read-non-fiction,,,,0,,,0,,,,,
307468,"Graphs, Maps, Trees: Abstract Models for a Literary History",Franco Moretti,"Moretti, Franco",,"=""1844670260""","=""9781844670260""",0,3.69,Verso,Hardcover,119,2005,2005,,2019/09/17,to-read-non-fiction,to-read-non-fiction (#15),to-read-non-fiction,,,,0,,,0,,,,,
37405,Playing in the Dark: Whiteness and the Literary Imagination,Toni Morrison,"Morrison, Toni",,"=""0674673778""","=""9780674673779""",0,4.24,Harvard University Press,Hardcover,110,1992,1992,,2019/11/20,"black-authors-to-read, to-read-non-fiction","black-authors-to-read (#12), to-read-non-fiction (#14)",to-read-non-fiction,,,,0,,,0,,,,,
